date,code,name,investor,buy_krw,sell_krw,net_krw
2026-02-11,000660,SK하이닉스,개인,1088954329000.0,722797621500.0,366156707500.0
2026-02-11,000660,SK하이닉스,금융투자,231123177500.0,217648492000.0,13474685500.0
2026-02-11,000660,SK하이닉스,연기금,464054441000.0,486009477500.0,-21955036500.0
2026-02-11,000660,SK하이닉스,외국인,824781197500.0,1193572978000.0,-368791780500.0
2026-02-11,005930,삼성전자,개인,928154324500.0,1681810426650.0,-753656102150.0
2026-02-11,005930,삼성전자,금융투자,224529253050.0,210944337300.0,13584915750.0
2026-02-11,005930,삼성전자,연기금,556099887200.0,608051360100.0,-51951472900.0
2026-02-11,005930,삼성전자,외국인,1787130508122.0,1161204312272.0,625926195850.0
2026-02-11,009150,삼성전기,개인,54880706750.0,45019414750.0,9861292000.0
2026-02-11,009150,삼성전기,금융투자,10118297000.0,3430433750.0,6687863250.0
2026-02-11,009150,삼성전기,연기금,11923303750.0,25974381500.0,-14051077750.0
2026-02-11,009150,삼성전기,외국인,49314294750.0,49123302000.0,190992750.0
2026-02-12,000660,SK하이닉스,개인,660739748000.0,1548060069500.0,-887320321500.0
2026-02-12,000660,SK하이닉스,금융투자,684521013500.0,411458602000.0,273062411500.0
2026-02-12,000660,SK하이닉스,연기금,405037654500.0,398813887500.0,6223767000.0
2026-02-12,000660,SK하이닉스,외국인,2214336787341.0,1633396057841.0,580940729500.0
2026-02-12,005930,삼성전자,개인,1736050386950.0,4272931498750.0,-2536881111800.0
2026-02-12,005930,삼성전자,금융투자,669328767500.0,707996066000.0,-38667298500.0
2026-02-12,005930,삼성전자,연기금,1015894724650.0,1016421666900.0,-526942250.0
2026-02-12,005930,삼성전자,외국인,3475627078900.0,1082621355150.0,2393005723750.0
2026-02-12,009150,삼성전기,개인,43416784500.0,87723110000.0,-44306325500.0
2026-02-12,009150,삼성전기,금융투자,15412183000.0,27747926500.0,-12335743500.0
2026-02-12,009150,삼성전기,연기금,13895876500.0,13875305250.0,20571250.0
2026-02-12,009150,삼성전기,외국인,82750101750.0,26120250250.0,56629851500.0
2026-02-13,000660,SK하이닉스,개인,1167447515000.0,1221761443000.0,-54313928000.0
2026-02-13,000660,SK하이닉스,금융투자,224837927000.0,249984301000.0,-25146374000.0
2026-02-13,000660,SK하이닉스,연기금,577403045500.0,581486448500.0,-4083403000.0
2026-02-13,000660,SK하이닉스,외국인,1048546897416.0,1005064139916.0,43482757500.0
2026-02-13,005930,삼성전자,개인,2948793219550.0,2386828434300.0,561964785250.0
2026-02-13,005930,삼성전자,금융투자,362417071200.0,255385444400.0,107031626800.0
2026-02-13,005930,삼성전자,연기금,1027350858250.0,1015717232200.0,11633626050.0
2026-02-13,005930,삼성전자,외국인,1563977757017.0,2420818653017.0,-856840896000.0
2026-02-13,009150,삼성전기,개인,62738166000.0,39916390750.0,22821775250.0
2026-02-13,009150,삼성전기,금융투자,6911127000.0,11957276750.0,-5046149750.0
2026-02-13,009150,삼성전기,연기금,11254841000.0,14756975500.0,-3502134500.0
2026-02-13,009150,삼성전기,외국인,31304691000.0,42978270250.0,-11673579250.0
2026-02-19,000660,SK하이닉스,개인,689000480000.0,871799810500.0,-182799330500.0
2026-02-19,000660,SK하이닉스,금융투자,327478287500.0,143000694000.0,184477593500.0
2026-02-19,000660,SK하이닉스,연기금,575571276000.0,565958763500.0,9612512500.0
2026-02-19,000660,SK하이닉스,외국인,1220235517500.0,1285318699000.0,-65083181500.0
2026-02-19,005930,삼성전자,개인,1636008775250.0,1098828422350.0,537180352900.0
2026-02-19,005930,삼성전자,금융투자,620898383350.0,220707240200.0,400191143150.0
2026-02-19,005930,삼성전자,연기금,734877129150.0,772604960850.0,-37727831700.0
2026-02-19,005930,삼성전자,외국인,1782191241101.0,2851214255101.0,-1069023014000.0
2026-02-19,009150,삼성전기,개인,168995404750.0,300045207500.0,-131049802750.0
2026-02-19,009150,삼성전기,금융투자,60234153750.0,36039111750.0,24195042000.0
2026-02-19,009150,삼성전기,연기금,46533991250.0,48709646500.0,-2175655250.0
2026-02-19,009150,삼성전기,외국인,196837398500.0,106218036000.0,90619362500.0
2026-02-20,000660,SK하이닉스,개인,1528392879000.0,2286837781000.0,-758444902000.0
2026-02-20,000660,SK하이닉스,금융투자,697849887000.0,173671904500.0,524177982500.0
2026-02-20,000660,SK하이닉스,연기금,795491423000.0,1116878477000.0,-321387054000.0
2026-02-20,000660,SK하이닉스,외국인,1484519115000.0,781553687000.0,702965428000.0
2026-02-20,005930,삼성전자,개인,1921284131800.0,723847898250.0,1197436233550.0
2026-02-20,005930,삼성전자,금융투자,751317028550.0,129621328450.0,621695700100.0
2026-02-20,005930,삼성전자,연기금,619802416300.0,548426066700.0,71376349600.0
2026-02-20,005930,삼성전자,외국인,915083877080.0,2975126828130.0,-2060042951050.0
2026-02-20,009150,삼성전기,개인,113126942500.0,149203776500.0,-36076834000.0
2026-02-20,009150,삼성전기,금융투자,32326045500.0,33849577500.0,-1523532000.0
2026-02-20,009150,삼성전기,연기금,40341412500.0,45555218500.0,-5213806000.0
2026-02-20,009150,삼성전기,외국인,238287232000.0,189547028250.0,48740203750.0
2026-02-23,000660,SK하이닉스,개인,1035031127000.0,828166314500.0,206864812500.0
2026-02-23,000660,SK하이닉스,금융투자,238080005500.0,382588961000.0,-144508955500.0
2026-02-23,000660,SK하이닉스,연기금,632780177000.0,668548289500.0,-35768112500.0
2026-02-23,000660,SK하이닉스,외국인,1394089208000.0,1360957981500.0,33131226500.0
2026-02-23,005930,삼성전자,개인,1875340921600.0,1071150190950.0,804190730650.0
2026-02-23,005930,삼성전자,금융투자,602637245350.0,315495443050.0,287141802300.0
2026-02-23,005930,삼성전자,연기금,900536818100.0,929817464750.0,-29280646650.0
2026-02-23,005930,삼성전자,외국인,1431707535732.0,2582830549882.0,-1151123014150.0
2026-02-23,009150,삼성전기,개인,287604166500.0,272612244000.0,14991922500.0
2026-02-23,009150,삼성전기,금융투자,35051824750.0,59810981250.0,-24759156500.0
2026-02-23,009150,삼성전기,연기금,98263392500.0,85265283250.0,12998109250.0
2026-02-23,009150,삼성전기,외국인,242097931250.0,244781680000.0,-2683748750.0
2026-02-24,000660,SK하이닉스,개인,894997441500.0,1852104515000.0,-957107073500.0
2026-02-24,000660,SK하이닉스,금융투자,747892171000.0,81989582000.0,665902589000.0
2026-02-24,000660,SK하이닉스,연기금,713670851500.0,691346099500.0,22324752000.0
2026-02-24,000660,SK하이닉스,외국인,1593703448812.0,1270251820312.0,323451628500.0
2026-02-24,005930,삼성전자,개인,1408497940900.0,1887214367650.0,-478716426750.0
2026-02-24,005930,삼성전자,금융투자,984677258200.0,64424065350.0,920253192850.0
2026-02-24,005930,삼성전자,연기금,792403083950.0,819521754550.0,-27118670600.0
2026-02-24,005930,삼성전자,외국인,2073594409058.0,2523808825208.0,-450214416150.0
2026-02-24,009150,삼성전기,개인,200628083250.0,204131566500.0,-3503483250.0
2026-02-24,009150,삼성전기,금융투자,53301155500.0,23542864500.0,29758291000.0
2026-02-24,009150,삼성전기,연기금,71955326000.0,85528705750.0,-13573379750.0
2026-02-24,009150,삼성전기,외국인,272668647250.0,274760149750.0,-2091502500.0
2026-02-25,000660,SK하이닉스,개인,1243760919500.0,936391283500.0,307369636000.0
2026-02-25,000660,SK하이닉스,금융투자,424324952500.0,226841705500.0,197483247000.0
2026-02-25,000660,SK하이닉스,연기금,454951953000.0,455114625000.0,-162672000.0
2026-02-25,000660,SK하이닉스,외국인,1317027674787.0,1685153565287.0,-368125890500.0
2026-02-25,005930,삼성전자,개인,1968683838250.0,701804072500.0,1266879765750.0
2026-02-25,005930,삼성전자,금융투자,727314357250.0,190498685500.0,536815671750.0
2026-02-25,005930,삼성전자,연기금,555451197750.0,581753353250.0,-26302155500.0
2026-02-25,005930,삼성전자,외국인,1897154823566.0,3686123990316.0,-1788969166750.0
2026-02-25,009150,삼성전기,개인,185842914750.0,139234253500.0,46608661250.0
2026-02-25,009150,삼성전기,금융투자,37610309750.0,48138718750.0,-10528409000.0
2026-02-25,009150,삼성전기,연기금,57825720000.0,75686733250.0,-17861013250.0
2026-02-25,009150,삼성전기,외국인,169167391850.0,184729152100.0,-15561760250.0
2026-02-26,000660,SK하이닉스,개인,1790360464500.0,1454470019000.0,335890445500.0
2026-02-26,000660,SK하이닉스,금융투자,890490488500.0,274768788000.0,615721700500.0
2026-02-26,000660,SK하이닉스,연기금,651685291000.0,654142914000.0,-2457623000.0
2026-02-26,000660,SK하이닉스,외국인,1222118554704.0,2067640472704.0,-845521918000.0
2026-02-26,005930,삼성전자,개인,2552908122750.0,1477980267500.0,1074927855250.0
2026-02-26,005930,삼성전자,금융투자,782349098750.0,300644159500.0,481704939250.0
2026-02-26,005930,삼성전자,연기금,774892333750.0,831951434750.0,-57059101000.0
2026-02-26,005930,삼성전자,외국인,1926014303838.0,3592644641338.0,-1666630337500.0
2026-02-26,009150,삼성전기,개인,143347164250.0,124669560250.0,18677604000.0
2026-02-26,009150,삼성전기,금융투자,42926287250.0,13943578500.0,28982708750.0
2026-02-26,009150,삼성전기,연기금,43274138250.0,53973021750.0,-10698883500.0
2026-02-26,009150,삼성전기,외국인,150732938500.0,174112598750.0,-23379660250.0
2026-02-27,000660,SK하이닉스,개인,3289050389000.0,941524990000.0,2347525399000.0
2026-02-27,000660,SK하이닉스,금융투자,763666470500.0,514505887000.0,249160583500.0
2026-02-27,000660,SK하이닉스,연기금,733369474500.0,802295899000.0,-68926424500.0
2026-02-27,000660,SK하이닉스,외국인,1878106505920.0,4402288386920.0,-2524181881000.0
2026-02-27,005930,삼성전자,개인,5024354694000.0,1400531286500.0,3623823407500.0
2026-02-27,005930,삼성전자,금융투자,927565591500.0,398040181750.0,529525409750.0
2026-02-27,005930,삼성전자,연기금,896325943250.0,964411786000.0,-68085842750.0
2026-02-27,005930,삼성전자,외국인,3878405888735.0,8110760434735.0,-4232354546000.0
2026-02-27,009150,삼성전기,개인,158936803750.0,80896694250.0,78040109500.0
2026-02-27,009150,삼성전기,금융투자,46598549750.0,9937864250.0,36660685500.0
2026-02-27,009150,삼성전기,연기금,29047290250.0,60250099750.0,-31202809500.0
2026-02-27,009150,삼성전기,외국인,243340579984.0,302197195734.0,-58856615750.0
2026-03-03,000660,SK하이닉스,개인,3141831178500.0,1649652634000.0,1492178544500.0
2026-03-03,000660,SK하이닉스,금융투자,542402441500.0,827318790000.0,-284916348500.0
2026-03-03,000660,SK하이닉스,연기금,923735335500.0,882730606500.0,41004729000.0
2026-03-03,000660,SK하이닉스,외국인,1929397550597.0,3145850558097.0,-1216453007500.0
2026-03-03,005930,삼성전자,개인,6203134913300.0,3514503278100.0,2688631635200.0
2026-03-03,005930,삼성전자,금융투자,756254532250.0,713607877450.0,42646654800.0
2026-03-03,005930,삼성전자,연기금,1720218899050.0,1660203285100.0,60015613950.0
2026-03-03,005930,삼성전자,외국인,1867844382300.0,5078491014650.0,-3210646632350.0
2026-03-03,009150,삼성전기,개인,141778819750.0,150764795000.0,-8985975250.0
2026-03-03,009150,삼성전기,금융투자,24515640250.0,34405483250.0,-9889843000.0
2026-03-03,009150,삼성전기,연기금,43490336000.0,54772853500.0,-11282517500.0
2026-03-03,009150,삼성전기,외국인,291219615250.0,258974010000.0,32245605250.0
2026-03-04,000660,SK하이닉스,개인,3031791308500.0,2999184775000.0,32606533500.0
2026-03-04,000660,SK하이닉스,금융투자,993561439500.0,693563603500.0,299997836000.0
2026-03-04,000660,SK하이닉스,연기금,1273857983000.0,1233929536000.0,39928447000.0
2026-03-04,000660,SK하이닉스,외국인,2555984742500.0,3082177034000.0,-526192291500.0
2026-03-04,005930,삼성전자,개인,8426283780450.0,8285254656700.0,141029123750.0
2026-03-04,005930,삼성전자,금융투자,1084314027650.0,1139857774300.0,-55543746650.0
2026-03-04,005930,삼성전자,연기금,2810299950150.0,2616674443650.0,193625506500.0
2026-03-04,005930,삼성전자,외국인,3103813599094.0,3796005265694.0,-692191666600.0
2026-03-04,009150,삼성전기,개인,177777325250.0,172806470500.0,4970854750.0
2026-03-04,009150,삼성전기,금융투자,11317243000.0,68653796250.0,-57336553250.0
2026-03-04,009150,삼성전기,연기금,46780385250.0,55213789750.0,-8433404500.0
2026-03-04,009150,삼성전기,외국인,232596328750.0,174072062500.0,58524266250.0
2026-03-05,000660,SK하이닉스,개인,1819731290000.0,1924102565500.0,-104371275500.0
2026-03-05,000660,SK하이닉스,금융투자,666737967000.0,806217237000.0,-139479270000.0
2026-03-05,000660,SK하이닉스,연기금,975322547000.0,992215518000.0,-16892971000.0
2026-03-05,000660,SK하이닉스,외국인,2549893039500.0,2237771570000.0,312121469500.0
2026-03-05,005930,삼성전자,개인,4766289909400.0,3957362538650.0,808927370750.0
2026-03-05,005930,삼성전자,금융투자,582818568700.0,1134062626800.0,-551244058100.0
2026-03-05,005930,삼성전자,연기금,1945881913550.0,2031488979500.0,-85607065950.0
2026-03-05,005930,삼성전자,외국인,2700905247966.0,3043389217466.0,-342483969500.0
2026-03-05,009150,삼성전기,개인,142583711000.0,127186198750.0,15397512250.0
2026-03-05,009150,삼성전기,금융투자,9404889500.0,33798920500.0,-24394031000.0
2026-03-05,009150,삼성전기,연기금,48761716500.0,50829131500.0,-2067415000.0
2026-03-05,009150,삼성전기,외국인,274194451000.0,275701574250.0,-1507123250.0
2026-03-06,000660,SK하이닉스,개인,1421209144500.0,756863566500.0,664345578000.0
2026-03-06,000660,SK하이닉스,금융투자,359655404500.0,399011398000.0,-39355993500.0
2026-03-06,000660,SK하이닉스,연기금,592927357500.0,649099605000.0,-56172247500.0
2026-03-06,000660,SK하이닉스,외국인,945006017584.0,1444813514084.0,-499807496500.0
2026-03-06,005930,삼성전자,개인,3140157747900.0,1506455629000.0,1633702118900.0
2026-03-06,005930,삼성전자,금융투자,171745457850.0,616391326850.0,-444645869000.0
2026-03-06,005930,삼성전자,연기금,1117756257050.0,1153133424550.0,-35377167500.0
2026-03-06,005930,삼성전자,외국인,861824638445.0,2027315105395.0,-1165490466950.0
2026-03-06,009150,삼성전기,개인,99215842500.0,54363606000.0,44852236500.0
2026-03-06,009150,삼성전기,금융투자,8196006750.0,12562522250.0,-4366515500.0
2026-03-06,009150,삼성전기,연기금,36775207000.0,40304433750.0,-3529226750.0
2026-03-06,009150,삼성전기,외국인,89517820250.0,124344173500.0,-34826353250.0
2026-03-09,000660,SK하이닉스,개인,2359752171500.0,923837740500.0,1435914431000.0
2026-03-09,000660,SK하이닉스,금융투자,515830558000.0,696093048500.0,-180262490500.0
2026-03-09,000660,SK하이닉스,연기금,860755813500.0,894149296000.0,-33393482500.0
2026-03-09,000660,SK하이닉스,외국인,2116646231340.0,3317261875840.0,-1200615644500.0
2026-03-09,005930,삼성전자,개인,4078267982350.0,2230573829250.0,1847694153100.0
2026-03-09,005930,삼성전자,금융투자,535783040850.0,1021819487650.0,-486036446800.0
2026-03-09,005930,삼성전자,연기금,1096726214550.0,1106558607950.0,-9832393400.0
2026-03-09,005930,삼성전자,외국인,1325607849600.0,2714450706150.0,-1388842856550.0
2026-03-09,009150,삼성전기,개인,102869271750.0,72302760000.0,30566511750.0
2026-03-09,009150,삼성전기,금융투자,11648288000.0,27811487750.0,-16163199750.0
2026-03-09,009150,삼성전기,연기금,32737165750.0,39757601250.0,-7020435500.0
2026-03-09,009150,삼성전기,외국인,103640726000.0,100434863000.0,3205863000.0
2026-03-10,000660,SK하이닉스,개인,1040051984000.0,2232876791500.0,-1192824807500.0
2026-03-10,000660,SK하이닉스,금융투자,712536397500.0,268785752000.0,443750645500.0
2026-03-10,000660,SK하이닉스,연기금,801785768500.0,777772192500.0,24013576000.0
2026-03-10,000660,SK하이닉스,외국인,2224993198500.0,1515783020500.0,709210178000.0
2026-03-10,005930,삼성전자,개인,1912101677300.0,2861888724650.0,-949787047350.0
2026-03-10,005930,삼성전자,금융투자,584027037650.0,469277082800.0,114749954850.0
2026-03-10,005930,삼성전자,연기금,1057931307850.0,1024343828550.0,33587479300.0
2026-03-10,005930,삼성전자,외국인,2520446748128.0,1741473127778.0,778973620350.0
2026-03-10,009150,삼성전기,개인,104748860500.0,80246487500.0,24502373000.0
2026-03-10,009150,삼성전기,금융투자,24768885750.0,25730716000.0,-961830250.0
2026-03-10,009150,삼성전기,연기금,31898637000.0,33640423250.0,-1741786250.0
2026-03-10,009150,삼성전기,외국인,209792673650.0,240793005400.0,-31000331750.0
2026-03-11,000660,SK하이닉스,개인,1002006443000.0,1270996727000.0,-268990284000.0
2026-03-11,000660,SK하이닉스,금융투자,348039552000.0,191320368500.0,156719183500.0
2026-03-11,000660,SK하이닉스,연기금,659400914000.0,669767231500.0,-10366317500.0
2026-03-11,000660,SK하이닉스,외국인,1660315399746.0,1545511839246.0,114803560500.0
2026-03-11,005930,삼성전자,개인,1835620977400.0,1795026943450.0,40594033950.0
2026-03-11,005930,삼성전자,금융투자,412846845500.0,373718754150.0,39128091350.0
2026-03-11,005930,삼성전자,연기금,897897430700.0,859916492400.0,37980938300.0
2026-03-11,005930,삼성전자,외국인,1345440069806.0,1491579790656.0,-146139720850.0
2026-03-11,009150,삼성전기,개인,69040599500.0,101482281500.0,-32441682000.0
2026-03-11,009150,삼성전기,금융투자,13024315250.0,10495337750.0,2528977500.0
2026-03-11,009150,삼성전기,연기금,22606378250.0,22706774750.0,-100396500.0
2026-03-11,009150,삼성전기,외국인,132760251250.0,102110405000.0,30649846250.0
2026-03-12,000660,SK하이닉스,개인,1255561483500.0,422311926000.0,833249557500.0
2026-03-12,000660,SK하이닉스,금융투자,350591305000.0,757410254500.0,-406818949500.0
2026-03-12,000660,SK하이닉스,연기금,403211966500.0,398662743000.0,4549223500.0
2026-03-12,000660,SK하이닉스,외국인,1295964122288.0,1822007691288.0,-526043569000.0
2026-03-12,005930,삼성전자,개인,1542303448800.0,737300144750.0,805003304050.0
2026-03-12,005930,삼성전자,금융투자,611641572950.0,645079806050.0,-33438233100.0
2026-03-12,005930,삼성전자,연기금,590859876250.0,571569329050.0,19290547200.0
2026-03-12,005930,삼성전자,외국인,847238550250.0,1763394205050.0,-916155654800.0
2026-03-12,009150,삼성전기,개인,70740852500.0,18561521750.0,52179330750.0
2026-03-12,009150,삼성전기,금융투자,36591225250.0,32250662500.0,4340562750.0
2026-03-12,009150,삼성전기,연기금,16987348500.0,16105855000.0,881493500.0
2026-03-12,009150,삼성전기,외국인,63345721500.0,115397902500.0,-52052181000.0
2026-03-13,000660,SK하이닉스,개인,911857266000.0,454530135000.0,457327131000.0
2026-03-13,000660,SK하이닉스,금융투자,257805888500.0,330989234500.0,-73183346000.0
2026-03-13,000660,SK하이닉스,연기금,404133995500.0,406400453000.0,-2266457500.0
2026-03-13,000660,SK하이닉스,외국인,1597946551125.0,1782131218125.0,-184184667000.0
2026-03-13,005930,삼성전자,개인,1603620796000.0,672851339600.0,930769456400.0
2026-03-13,005930,삼성전자,금융투자,165340219000.0,496997046950.0,-331656827950.0
2026-03-13,005930,삼성전자,연기금,566082619700.0,506479540900.0,59603078800.0
2026-03-13,005930,삼성전자,외국인,1089099237750.0,1611007358300.0,-521908120550.0
2026-03-13,009150,삼성전기,개인,45488933000.0,40416104750.0,5072828250.0
2026-03-13,009150,삼성전기,금융투자,6084031250.0,13914053500.0,-7830022250.0
2026-03-13,009150,삼성전기,연기금,26258683000.0,21440543250.0,4818139750.0
2026-03-13,009150,삼성전기,외국인,54174044000.0,67058976500.0,-12884932500.0
2026-03-16,000660,SK하이닉스,개인,833999558000.0,1376301841000.0,-542302283000.0
2026-03-16,000660,SK하이닉스,금융투자,382195779000.0,224045996000.0,158149783000.0
2026-03-16,000660,SK하이닉스,연기금,609357259000.0,609978514000.0,-621255000.0
2026-03-16,000660,SK하이닉스,외국인,1611688203520.0,1304110548020.0,307577655500.0
2026-03-16,005930,삼성전자,개인,1273681516450.0,1383818279400.0,-110136762950.0
2026-03-16,005930,삼성전자,금융투자,386780149650.0,335410003300.0,51370146350.0
2026-03-16,005930,삼성전자,연기금,621187533600.0,545518420050.0,75669113550.0
2026-03-16,005930,삼성전자,외국인,1203301415850.0,1294957371000.0,-91655955150.0
2026-03-16,009150,삼성전기,개인,97609762000.0,94185571000.0,3424191000.0
2026-03-16,009150,삼성전기,금융투자,10067612250.0,24064140750.0,-13996528500.0
2026-03-16,009150,삼성전기,연기금,30510911250.0,24688305000.0,5822606250.0
2026-03-16,009150,삼성전기,외국인,124699853750.0,142064965250.0,-17365111500.0
2026-03-17,000660,SK하이닉스,개인,1082854158000.0,855948861500.0,226905296500.0
2026-03-17,000660,SK하이닉스,금융투자,158172099500.0,232023211000.0,-73851111500.0
2026-03-17,000660,SK하이닉스,연기금,523528170500.0,515549066000.0,7979104500.0
2026-03-17,000660,SK하이닉스,외국인,1302996151400.0,1520944835400.0,-217948684000.0
2026-03-17,005930,삼성전자,개인,1173005662950.0,1564064743100.0,-391059080150.0
2026-03-17,005930,삼성전자,금융투자,348563989700.0,146792577600.0,201771412100.0
2026-03-17,005930,삼성전자,연기금,516668999850.0,492760555050.0,23908444800.0
2026-03-17,005930,삼성전자,외국인,1706025499990.0,1630266403290.0,75759096700.0
2026-03-17,009150,삼성전기,개인,134104133000.0,209783279250.0,-75679146250.0
2026-03-17,009150,삼성전기,금융투자,33206306250.0,13620408000.0,19585898250.0
2026-03-17,009150,삼성전기,연기금,47621329250.0,40602804750.0,7018524500.0
2026-03-17,009150,삼성전기,외국인,188561555200.0,164460543200.0,24101012000.0
2026-03-18,000660,SK하이닉스,개인,693265211500.0,2122119213500.0,-1428854002000.0
2026-03-18,000660,SK하이닉스,금융투자,1047179573500.0,87842565000.0,959337008500.0
2026-03-18,000660,SK하이닉스,연기금,319653875500.0,317766752500.0,1887123000.0
2026-03-18,000660,SK하이닉스,외국인,2269050242815.0,1675718372815.0,593331870000.0
2026-03-18,005930,삼성전자,개인,1311072522900.0,2473816218200.0,-1162743695300.0
2026-03-18,005930,삼성전자,금융투자,1086174690100.0,134420987850.0,951753702250.0
2026-03-18,005930,삼성전자,연기금,737501334000.0,708803302800.0,28698031200.0
2026-03-18,005930,삼성전자,외국인,1809801723063.0,1528241396413.0,281560326650.0
2026-03-18,009150,삼성전기,개인,154502634000.0,135069947500.0,19432686500.0
2026-03-18,009150,삼성전기,금융투자,39099511500.0,20681682000.0,18417829500.0
2026-03-18,009150,삼성전기,연기금,36564955500.0,25944321000.0,10620634500.0
2026-03-18,009150,삼성전기,외국인,122508892250.0,175824533250.0,-53315641000.0
2026-03-19,000660,SK하이닉스,개인,1345682460000.0,770692738500.0,574989721500.0
2026-03-19,000660,SK하이닉스,금융투자,207414931000.0,399439539500.0,-192024608500.0
2026-03-19,000660,SK하이닉스,연기금,542429748500.0,553228555000.0,-10798806500.0
2026-03-19,000660,SK하이닉스,외국인,1031031522000.0,1498809218500.0,-467777696500.0
2026-03-19,005930,삼성전자,개인,1651097897900.0,1045195302850.0,605902595050.0
2026-03-19,005930,삼성전자,금융투자,192942655050.0,422938222400.0,-229995567350.0
2026-03-19,005930,삼성전자,연기금,722738568250.0,762297691300.0,-39559123050.0
2026-03-19,005930,삼성전자,외국인,1191365960465.0,1621538510315.0,-430172549850.0
2026-03-19,009150,삼성전기,개인,147861776750.0,218011610250.0,-70149833500.0
2026-03-19,009150,삼성전기,금융투자,58302046000.0,17221429500.0,41080616500.0
2026-03-19,009150,삼성전기,연기금,69581029250.0,61846555750.0,7734473500.0
2026-03-19,009150,삼성전기,외국인,120451343500.0,106519244500.0,13932099000.0
2026-03-20,000660,SK하이닉스,개인,1102103017500.0,476644017500.0,625459000000.0
2026-03-20,000660,SK하이닉스,금융투자,368464951000.0,237449977500.0,131014973500.0
2026-03-20,000660,SK하이닉스,연기금,335135860500.0,338754521000.0,-3618660500.0
2026-03-20,000660,SK하이닉스,외국인,1563846418172.0,2292342207672.0,-728495789500.0
2026-03-20,005930,삼성전자,개인,1962939100750.0,490766441000.0,1472172659750.0
2026-03-20,005930,삼성전자,금융투자,280018827400.0,293459268300.0,-13440440900.0
2026-03-20,005930,삼성전자,연기금,801346013900.0,811714967100.0,-10368953200.0
2026-03-20,005930,삼성전자,외국인,3820745207766.0,3903089170200.0,-82343962434.0
2026-03-20,009150,삼성전기,개인,182495740250.0,79001179750.0,103494560500.0
2026-03-20,009150,삼성전기,금융투자,12841582500.0,11504430750.0,1337151750.0
2026-03-20,009150,삼성전기,연기금,34488103000.0,43222459750.0,-8734356750.0
2026-03-20,009150,삼성전기,외국인,68015090750.0,146846414250.0,-78831323500.0
2026-03-23,000660,SK하이닉스,개인,1914344019000.0,585282556000.0,1329061463000.0
2026-03-23,000660,SK하이닉스,금융투자,176975356500.0,1220986761500.0,-1044011405000.0
2026-03-23,000660,SK하이닉스,연기금,433701467500.0,446205894000.0,-12504426500.0
2026-03-23,000660,SK하이닉스,외국인,1054870747915.0,1232082779415.0,-177212031500.0
2026-03-23,005930,삼성전자,개인,3228518953950.0,865333099850.0,2363185854100.0
2026-03-23,005930,삼성전자,금융투자,312565735600.0,1375970382900.0,-1063404647300.0
2026-03-23,005930,삼성전자,연기금,728598293900.0,800526472150.0,-71928178250.0
2026-03-23,005930,삼성전자,외국인,940113578450.0,2460440536750.0,-1520326958300.0
2026-03-23,009150,삼성전기,개인,132209811000.0,77138434500.0,55071376500.0
2026-03-23,009150,삼성전기,금융투자,12847521750.0,19323597750.0,-6476076000.0
2026-03-23,009150,삼성전기,연기금,41757266000.0,42444993750.0,-687727750.0
2026-03-23,009150,삼성전기,외국인,63620899500.0,67399676000.0,-3778776500.0
2026-03-24,000660,SK하이닉스,개인,1187617103000.0,1409875361500.0,-222258258500.0
2026-03-24,000660,SK하이닉스,금융투자,613058395500.0,122040411500.0,491017984000.0
2026-03-24,000660,SK하이닉스,연기금,965593932500.0,968144609000.0,-2550676500.0
2026-03-24,000660,SK하이닉스,외국인,1307175611494.0,1591484405494.0,-284308794000.0
2026-03-24,005930,삼성전자,개인,2032075019300.0,1147636387650.0,884438631650.0
2026-03-24,005930,삼성전자,금융투자,477091325600.0,464513863700.0,12577461900.0
2026-03-24,005930,삼성전자,연기금,944739145850.0,938336885950.0,6402259900.0
2026-03-24,005930,삼성전자,외국인,922495143293.0,2089740991293.0,-1167245848000.0
2026-03-24,009150,삼성전기,개인,98747625750.0,87125009000.0,11622616750.0
2026-03-24,009150,삼성전기,금융투자,16373653250.0,14442210250.0,1931443000.0
2026-03-24,009150,삼성전기,연기금,41006884750.0,51032878000.0,-10025993250.0
2026-03-24,009150,삼성전기,외국인,59264873750.0,71004850000.0,-11739976250.0
2026-03-25,000660,SK하이닉스,개인,1277205197000.0,1600358633000.0,-323153436000.0
2026-03-25,000660,SK하이닉스,금융투자,910809153000.0,128390948000.0,782418205000.0
2026-03-25,000660,SK하이닉스,연기금,757627429000.0,773636782000.0,-16009353000.0
2026-03-25,000660,SK하이닉스,외국인,1497782252000.0,1887965887000.0,-390183635000.0
2026-03-25,005930,삼성전자,개인,1558053350100.0,1299956610250.0,258096739850.0
2026-03-25,005930,삼성전자,금융투자,799242206700.0,204330754950.0,594911451750.0
2026-03-25,005930,삼성전자,연기금,755970259050.0,764895088300.0,-8924829250.0
2026-03-25,005930,삼성전자,외국인,850075068978.0,2030173929578.0,-1180098860600.0
2026-03-25,009150,삼성전기,개인,56126829750.0,94573623000.0,-38446793250.0
2026-03-25,009150,삼성전기,금융투자,28065558750.0,6707226500.0,21358332250.0
2026-03-25,009150,삼성전기,연기금,36832711250.0,32141953750.0,4690757500.0
2026-03-25,009150,삼성전기,외국인,74453839000.0,62954888250.0,11498950750.0
2026-03-26,000660,SK하이닉스,개인,1837188541500.0,723008465000.0,1114180076500.0
